                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1272,                 2.6229,                 1.4177,                0.96733,                 0.0772,                0.32736,                0.15667,                 1.5726,                 2.7386,                 1.1901,             0.00054304,             0.00054304,             0.00054304
